tanggal;bulan;tahun;nilai;nama;kategori
2021-01-12;Januari;2021;846765;Terkonfirmasi (orang);Terkonfirmasi
2021-01-13;Januari;2021;858043;Terkonfirmasi (orang);Terkonfirmasi
2021-01-14;Januari;2021;869600;Terkonfirmasi (orang);Terkonfirmasi
2021-01-15;Januari;2021;882418;Terkonfirmasi (orang);Terkonfirmasi
2021-01-16;Januari;2021;896642;Terkonfirmasi (orang);Terkonfirmasi
2021-01-17;Januari;2021;907929;Terkonfirmasi (orang);Terkonfirmasi
2021-01-18;Januari;2021;917015;Terkonfirmasi (orang);Terkonfirmasi
2021-01-19;Januari;2021;927380;Terkonfirmasi (orang);Terkonfirmasi
2021-01-20;Januari;2021;939948;Terkonfirmasi (orang);Terkonfirmasi
2021-01-21;Januari;2021;951651;Terkonfirmasi (orang);Terkonfirmasi
2021-01-22;Januari;2021;965283;Terkonfirmasi (orang);Terkonfirmasi
2021-01-23;Januari;2021;977474;Terkonfirmasi (orang);Terkonfirmasi
2021-01-24;Januari;2021;989262;Terkonfirmasi (orang);Terkonfirmasi
2021-01-25;Januari;2021;999256;Terkonfirmasi (orang);Terkonfirmasi
2021-01-26;Januari;2021;1012350;Terkonfirmasi (orang);Terkonfirmasi
2021-01-27;Januari;2021;1024298;Terkonfirmasi (orang);Terkonfirmasi
2021-01-28;Januari;2021;1037993;Terkonfirmasi (orang);Terkonfirmasi
2021-01-29;Januari;2021;1051795;Terkonfirmasi (orang);Terkonfirmasi
2021-01-30;Januari;2021;1066313;Terkonfirmasi (orang);Terkonfirmasi
2021-01-31;Januari;2021;1078314;Terkonfirmasi (orang);Terkonfirmasi
2021-01-11;Januari;2021;8692;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-12;Januari;2021;10047;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-13;Januari;2021;11278;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-14;Januari;2021;11557;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-15;Januari;2021;12818;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-16;Januari;2021;14224;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-17;Januari;2021;11287;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-18;Januari;2021;9086;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-19;Januari;2021;10365;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-20;Januari;2021;12568;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-21;Januari;2021;11703;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-22;Januari;2021;13632;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-23;Januari;2021;12191;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-24;Januari;2021;11788;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-25;Januari;2021;9994;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-26;Januari;2021;13094;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-27;Januari;2021;11948;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-28;Januari;2021;13695;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-29;Januari;2021;13802;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-30;Januari;2021;14518;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-31;Januari;2021;12001;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-01-11;Januari;2021;24343;Kematian (orang);Kematian
2021-01-12;Januari;2021;24645;Kematian (orang);Kematian
2021-01-13;Januari;2021;24951;Kematian (orang);Kematian
2021-01-14;Januari;2021;25246;Kematian (orang);Kematian
2021-01-15;Januari;2021;25484;Kematian (orang);Kematian
2021-01-16;Januari;2021;25767;Kematian (orang);Kematian
2021-01-17;Januari;2021;25988;Kematian (orang);Kematian
2021-01-18;Januari;2021;26282;Kematian (orang);Kematian
2021-01-19;Januari;2021;26590;Kematian (orang);Kematian
2021-01-20;Januari;2021;26857;Kematian (orang);Kematian
2021-01-21;Januari;2021;27203;Kematian (orang);Kematian
2021-01-22;Januari;2021;27453;Kematian (orang);Kematian
2021-01-23;Januari;2021;27664;Kematian (orang);Kematian
2021-01-24;Januari;2021;27835;Kematian (orang);Kematian
2021-01-25;Januari;2021;28132;Kematian (orang);Kematian
2021-01-26;Januari;2021;28468;Kematian (orang);Kematian
2021-01-27;Januari;2021;28855;Kematian (orang);Kematian
2021-01-28;Januari;2021;29331;Kematian (orang);Kematian
2021-01-29;Januari;2021;29518;Kematian (orang);Kematian
2021-01-30;Januari;2021;29728;Kematian (orang);Kematian
2021-01-31;Januari;2021;29998;Kematian (orang);Kematian
2021-01-11;Januari;2021;214;Kematian (orang/hari);Kematian Harian
2021-01-12;Januari;2021;302;Kematian (orang/hari);Kematian Harian
2021-01-13;Januari;2021;306;Kematian (orang/hari);Kematian Harian
2021-01-14;Januari;2021;295;Kematian (orang/hari);Kematian Harian
2021-01-15;Januari;2021;238;Kematian (orang/hari);Kematian Harian
2021-01-16;Januari;2021;283;Kematian (orang/hari);Kematian Harian
2021-01-17;Januari;2021;221;Kematian (orang/hari);Kematian Harian
2021-01-18;Januari;2021;294;Kematian (orang/hari);Kematian Harian
2021-01-19;Januari;2021;308;Kematian (orang/hari);Kematian Harian
2021-01-20;Januari;2021;267;Kematian (orang/hari);Kematian Harian
2021-01-21;Januari;2021;346;Kematian (orang/hari);Kematian Harian
2021-01-22;Januari;2021;250;Kematian (orang/hari);Kematian Harian
2021-01-23;Januari;2021;211;Kematian (orang/hari);Kematian Harian
2021-01-24;Januari;2021;171;Kematian (orang/hari);Kematian Harian
2021-01-25;Januari;2021;297;Kematian (orang/hari);Kematian Harian
2021-01-26;Januari;2021;336;Kematian (orang/hari);Kematian Harian
2021-01-27;Januari;2021;387;Kematian (orang/hari);Kematian Harian
2021-01-28;Januari;2021;476;Kematian (orang/hari);Kematian Harian
2021-01-29;Januari;2021;187;Kematian (orang/hari);Kematian Harian
2021-01-30;Januari;2021;210;Kematian (orang/hari);Kematian Harian
2021-01-31;Januari;2021;270;Kematian (orang/hari);Kematian Harian
2021-01-11;Januari;2021;688739;Sembuh (orang);Sembuh
2021-01-12;Januari;2021;695807;Sembuh (orang);Sembuh
2021-01-13;Januari;2021;703464;Sembuh (orang);Sembuh
2021-01-14;Januari;2021;711205;Sembuh (orang);Sembuh
2021-01-15;Januari;2021;718696;Sembuh (orang);Sembuh
2021-01-16;Januari;2021;727358;Sembuh (orang);Sembuh
2021-01-17;Januari;2021;736460;Sembuh (orang);Sembuh
2021-01-18;Januari;2021;745935;Sembuh (orang);Sembuh
2021-01-19;Januari;2021;753948;Sembuh (orang);Sembuh
2021-01-20;Januari;2021;763703;Sembuh (orang);Sembuh
2021-01-21;Januari;2021;777790;Sembuh (orang);Sembuh
2021-01-22;Januari;2021;781147;Sembuh (orang);Sembuh
2021-01-23;Januari;2021;791059;Sembuh (orang);Sembuh
2021-01-24;Januari;2021;798810;Sembuh (orang);Sembuh
2021-01-25;Januari;2021;809488;Sembuh (orang);Sembuh
2021-01-26;Januari;2021;820356;Sembuh (orang);Sembuh
2021-01-27;Januari;2021;831330;Sembuh (orang);Sembuh
2021-01-28;Januari;2021;842122;Sembuh (orang);Sembuh
2021-01-29;Januari;2021;852260;Sembuh (orang);Sembuh
2021-01-30;Januari;2021;862502;Sembuh (orang);Sembuh
2021-01-31;Januari;2021;873221;Sembuh (orang);Sembuh
2021-01-11;Januari;2021;7715;Sembuh (orang/hari);Sembuh Harian
2021-01-12;Januari;2021;7068;Sembuh (orang/hari);Sembuh Harian
2021-01-13;Januari;2021;7657;Sembuh (orang/hari);Sembuh Harian
2021-01-14;Januari;2021;7741;Sembuh (orang/hari);Sembuh Harian
2021-01-15;Januari;2021;7491;Sembuh (orang/hari);Sembuh Harian
2021-01-16;Januari;2021;8662;Sembuh (orang/hari);Sembuh Harian
2021-01-17;Januari;2021;9102;Sembuh (orang/hari);Sembuh Harian
2021-01-18;Januari;2021;9475;Sembuh (orang/hari);Sembuh Harian
2021-01-19;Januari;2021;8013;Sembuh (orang/hari);Sembuh Harian
2021-01-20;Januari;2021;9755;Sembuh (orang/hari);Sembuh Harian
2021-01-21;Januari;2021;14087;Sembuh (orang/hari);Sembuh Harian
2021-01-22;Januari;2021;3357;Sembuh (orang/hari);Sembuh Harian
2021-01-23;Januari;2021;9912;Sembuh (orang/hari);Sembuh Harian
2021-01-24;Januari;2021;7751;Sembuh (orang/hari);Sembuh Harian
2021-01-25;Januari;2021;10678;Sembuh (orang/hari);Sembuh Harian
2021-01-26;Januari;2021;10868;Sembuh (orang/hari);Sembuh Harian
2021-01-27;Januari;2021;10974;Sembuh (orang/hari);Sembuh Harian
2021-01-28;Januari;2021;10792;Sembuh (orang/hari);Sembuh Harian
2021-01-29;Januari;2021;10138;Sembuh (orang/hari);Sembuh Harian
2021-01-30;Januari;2021;10242;Sembuh (orang/hari);Sembuh Harian
2021-01-31;Januari;2021;10719;Sembuh (orang/hari);Sembuh Harian
2021-01-11;Januari;2021;5292612;Diperiksa (orang);Diperiksa
2021-01-12;Januari;2021;5333160;Diperiksa (orang);Diperiksa
2021-01-13;Januari;2021;5380137;Diperiksa (orang);Diperiksa
2021-01-14;Januari;2021;5426234;Diperiksa (orang);Diperiksa
2021-01-15;Januari;2021;5475700;Diperiksa (orang);Diperiksa
2021-01-16;Januari;2021;5521058;Diperiksa (orang);Diperiksa
2021-01-17;Januari;2021;5555428;Diperiksa (orang);Diperiksa
2021-01-18;Januari;2021;5587809;Diperiksa (orang);Diperiksa
2021-01-19;Januari;2021;5631280;Diperiksa (orang);Diperiksa
2021-01-20;Januari;2021;5675928;Diperiksa (orang);Diperiksa
2021-01-21;Januari;2021;5718753;Diperiksa (orang);Diperiksa
2021-01-22;Januari;2021;5770517;Diperiksa (orang);Diperiksa
2021-01-23;Januari;2021;5813504;Diperiksa (orang);Diperiksa
2021-01-24;Januari;2021;5848960;Diperiksa (orang);Diperiksa
2021-01-25;Januari;2021;5893540;Diperiksa (orang);Diperiksa
2021-01-26;Januari;2021;5931631;Diperiksa (orang);Diperiksa
2021-01-27;Januari;2021;5978128;Diperiksa (orang);Diperiksa
2021-01-28;Januari;2021;6032242;Diperiksa (orang);Diperiksa
2021-01-29;Januari;2021;6084661;Diperiksa (orang);Diperiksa
2021-01-30;Januari;2021;6125290;Diperiksa (orang);Diperiksa
2021-01-31;Januari;2021;6158452;Diperiksa (orang);Diperiksa
2021-01-11;Januari;2021;27948;Diperiksa (orang/hari);Diperiksa Harian
2021-01-12;Januari;2021;40548;Diperiksa (orang/hari);Diperiksa Harian
2021-01-13;Januari;2021;46977;Diperiksa (orang/hari);Diperiksa Harian
2021-01-14;Januari;2021;46097;Diperiksa (orang/hari);Diperiksa Harian
2021-01-15;Januari;2021;49466;Diperiksa (orang/hari);Diperiksa Harian
2021-01-16;Januari;2021;45358;Diperiksa (orang/hari);Diperiksa Harian
2021-01-17;Januari;2021;34370;Diperiksa (orang/hari);Diperiksa Harian
2021-01-18;Januari;2021;32381;Diperiksa (orang/hari);Diperiksa Harian
2021-01-19;Januari;2021;43471;Diperiksa (orang/hari);Diperiksa Harian
2021-01-20;Januari;2021;44648;Diperiksa (orang/hari);Diperiksa Harian
2021-01-21;Januari;2021;42825;Diperiksa (orang/hari);Diperiksa Harian
2021-01-22;Januari;2021;51764;Diperiksa (orang/hari);Diperiksa Harian
2021-01-23;Januari;2021;42987;Diperiksa (orang/hari);Diperiksa Harian
2021-01-24;Januari;2021;35456;Diperiksa (orang/hari);Diperiksa Harian
2021-01-25;Januari;2021;44580;Diperiksa (orang/hari);Diperiksa Harian
2021-01-26;Januari;2021;38091;Diperiksa (orang/hari);Diperiksa Harian
2021-01-27;Januari;2021;46497;Diperiksa (orang/hari);Diperiksa Harian
2021-01-28;Januari;2021;54114;Diperiksa (orang/hari);Diperiksa Harian
2021-01-29;Januari;2021;52419;Diperiksa (orang/hari);Diperiksa Harian
2021-01-30;Januari;2021;40629;Diperiksa (orang/hari);Diperiksa Harian
2021-01-31;Januari;2021;33162;Diperiksa (orang/hari);Diperiksa Harian
2021-01-11;Januari;2021;88.759779107225;CREC(%);Koefisien Ekspansi
2021-01-12;Januari;2021;70.3493580173186;CREC(%);Koefisien Ekspansi
2021-01-13;Januari;2021;67.893243482887;CREC(%);Koefisien Ekspansi
2021-01-14;Januari;2021;66.9810504456174;CREC(%);Koefisien Ekspansi
2021-01-15;Januari;2021;58.4412544858792;CREC(%);Koefisien Ekspansi
2021-01-16;Januari;2021;60.8970753655793;CREC(%);Koefisien Ekspansi
2021-01-17;Januari;2021;80.6414459112253;CREC(%);Koefisien Ekspansi
2021-01-18;Januari;2021;104.281311908431;CREC(%);Koefisien Ekspansi
2021-01-19;Januari;2021;77.3082489146165;CREC(%);Koefisien Ekspansi
2021-01-20;Januari;2021;77.6177593889243;CREC(%);Koefisien Ekspansi
2021-01-21;Januari;2021;120.370845082458;CREC(%);Koefisien Ekspansi
2021-01-22;Januari;2021;24.6258802816901;CREC(%);Koefisien Ekspansi
2021-01-23;Januari;2021;81.3058813879091;CREC(%);Koefisien Ekspansi
2021-01-24;Januari;2021;65.7533084492704;CREC(%);Koefisien Ekspansi
2021-01-25;Januari;2021;106.844106463878;CREC(%);Koefisien Ekspansi
2021-01-26;Januari;2021;82.9998472582863;CREC(%);Koefisien Ekspansi
2021-01-27;Januari;2021;91.8480080348175;CREC(%);Koefisien Ekspansi
2021-01-28;Januari;2021;78.8024826579044;CREC(%);Koefisien Ekspansi
2021-01-29;Januari;2021;73.4531227358354;CREC(%);Koefisien Ekspansi
2021-01-30;Januari;2021;70.5469072875052;CREC(%);Koefisien Ekspansi
2021-01-31;Januari;2021;89.3175568702608;CREC(%);Koefisien Ekspansi
2021-01-11;Januari;2021;2.9093434108027;CFR(%);Koefisien Fatalitas
2021-01-12;Januari;2021;2.9104887424492;CFR(%);Koefisien Fatalitas
2021-01-13;Januari;2021;2.9078962243151;CFR(%);Koefisien Fatalitas
2021-01-14;Januari;2021;2.9031738730451;CFR(%);Koefisien Fatalitas
2021-01-15;Januari;2021;2.8879737267372;CFR(%);Koefisien Fatalitas
2021-01-16;Januari;2021;2.8737221767439;CFR(%);Koefisien Fatalitas
2021-01-17;Januari;2021;2.8623383546511;CFR(%);Koefisien Fatalitas
2021-01-18;Januari;2021;2.8660381782195;CFR(%);Koefisien Fatalitas
2021-01-19;Januari;2021;2.8672173219177;CFR(%);Koefisien Fatalitas
2021-01-20;Januari;2021;2.8572857221889;CFR(%);Koefisien Fatalitas
2021-01-21;Januari;2021;2.8585059018485;CFR(%);Koefisien Fatalitas
2021-01-22;Januari;2021;2.8440364121196;CFR(%);Koefisien Fatalitas
2021-01-23;Januari;2021;2.8301520040431;CFR(%);Koefisien Fatalitas
2021-01-24;Januari;2021;2.8137136572516;CFR(%);Koefisien Fatalitas
2021-01-25;Januari;2021;2.8152945791669;CFR(%);Koefisien Fatalitas
2021-01-26;Januari;2021;2.8120709240875;CFR(%);Koefisien Fatalitas
2021-01-27;Januari;2021;2.8170512878088;CFR(%);Koefisien Fatalitas
2021-01-28;Januari;2021;2.8257415994135;CFR(%);Koefisien Fatalitas
2021-01-29;Januari;2021;2.8064404185226;CFR(%);Koefisien Fatalitas
2021-01-30;Januari;2021;2.7879243711743;CFR(%);Koefisien Fatalitas
2021-01-31;Januari;2021;2.78193550301675;CFR(%);Koefisien Fatalitas
2021-02-01;Pebruari;2021;1089308;Terkonfirmasi (orang);Terkonfirmasi
2021-02-02;Pebruari;2021;1099687;Terkonfirmasi (orang);Terkonfirmasi
2021-02-03;Pebruari;2021;1111671;Terkonfirmasi (orang);Terkonfirmasi
2021-02-04;Pebruari;2021;1123105;Terkonfirmasi (orang);Terkonfirmasi
2021-02-05;Pebruari;2021;1134854;Terkonfirmasi (orang);Terkonfirmasi
2021-02-06;Pebruari;2021;1147010;Terkonfirmasi (orang);Terkonfirmasi
2021-02-07;Pebruari;2021;1157837;Terkonfirmasi (orang);Terkonfirmasi
2021-02-08;Pebruari;2021;1166079;Terkonfirmasi (orang);Terkonfirmasi
2021-02-09;Pebruari;2021;1174779;Terkonfirmasi (orang);Terkonfirmasi
2021-02-10;Pebruari;2021;1183555;Terkonfirmasi (orang);Terkonfirmasi
2021-02-11;Pebruari;2021;1191990;Terkonfirmasi (orang);Terkonfirmasi
2021-02-12;Pebruari;2021;1201859;Terkonfirmasi (orang);Terkonfirmasi
2021-02-13;Pebruari;2021;1210703;Terkonfirmasi (orang);Terkonfirmasi
2021-02-14;Pebruari;2021;1217468;Terkonfirmasi (orang);Terkonfirmasi
2021-02-15;Pebruari;2021;1223930;Terkonfirmasi (orang);Terkonfirmasi
2021-02-16;Pebruari;2021;1233959;Terkonfirmasi (orang);Terkonfirmasi
2021-02-17;Pebruari;2021;1243646;Terkonfirmasi (orang);Terkonfirmasi
2021-02-18;Pebruari;2021;1252685;Terkonfirmasi (orang);Terkonfirmasi
2021-02-19;Pebruari;2021;1263299;Terkonfirmasi (orang);Terkonfirmasi
2021-02-20;Pebruari;2021;1271353;Terkonfirmasi (orang);Terkonfirmasi
2021-02-21;Pebruari;2021;1278653;Terkonfirmasi (orang);Terkonfirmasi
2021-02-22;Pebruari;2021;1288833;Terkonfirmasi (orang);Terkonfirmasi
2021-02-23;Pebruari;2021;1298608;Terkonfirmasi (orang);Terkonfirmasi
2021-02-24;Pebruari;2021;1306141;Terkonfirmasi (orang);Terkonfirmasi
2021-02-25;Pebruari;2021;1314634;Terkonfirmasi (orang);Terkonfirmasi
2021-02-26;Pebruari;2021;1322866;Terkonfirmasi (orang);Terkonfirmasi
2021-02-27;Pebruari;2021;1329074;Terkonfirmasi (orang);Terkonfirmasi
2021-02-28;Pebruari;2021;1334634;Terkonfirmasi (orang);Terkonfirmasi
2021-03-01;Maret;2021;1341314;Terkonfirmasi (orang);Terkonfirmasi
2021-03-02;Maret;2021;1347026;Terkonfirmasi (orang);Terkonfirmasi
2021-03-03;Maret;2021;1353834;Terkonfirmasi (orang);Terkonfirmasi
2021-02-01;Pebruari;2021;10994;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-02;Pebruari;2021;10379;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-03;Pebruari;2021;11984;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-04;Pebruari;2021;11434;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-05;Pebruari;2021;11749;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-06;Pebruari;2021;12156;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-07;Pebruari;2021;10827;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-08;Pebruari;2021;8242;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-09;Pebruari;2021;8700;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-10;Pebruari;2021;8776;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-11;Pebruari;2021;8435;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-12;Pebruari;2021;9869;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-13;Pebruari;2021;8844;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-14;Pebruari;2021;6765;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-15;Pebruari;2021;6462;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-16;Pebruari;2021;10029;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-17;Pebruari;2021;9687;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-18;Pebruari;2021;9039;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-19;Pebruari;2021;10614;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-20;Pebruari;2021;8054;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-21;Pebruari;2021;7300;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-22;Pebruari;2021;10180;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-23;Pebruari;2021;9775;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-24;Pebruari;2021;7533;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-25;Pebruari;2021;8493;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-26;Pebruari;2021;8232;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-27;Pebruari;2021;6208;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-28;Pebruari;2021;5560;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-03-01;Maret;2021;6680;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-03-02;Maret;2021;5712;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-03-03;Maret;2021;6808;Terkonfirmasi (orang/hari);Terkonfirmasi Harian
2021-02-01;Pebruari;2021;30277;Kematian (orang);Kematian
2021-02-02;Pebruari;2021;30581;Kematian (orang);Kematian
2021-02-03;Pebruari;2021;30770;Kematian (orang);Kematian
2021-02-04;Pebruari;2021;31001;Kematian (orang);Kematian
2021-02-05;Pebruari;2021;31202;Kematian (orang);Kematian
2021-02-06;Pebruari;2021;31393;Kematian (orang);Kematian
2021-02-07;Pebruari;2021;31556;Kematian (orang);Kematian
2021-02-08;Pebruari;2021;31763;Kematian (orang);Kematian
2021-02-09;Pebruari;2021;31976;Kematian (orang);Kematian
2021-02-10;Pebruari;2021;32167;Kematian (orang);Kematian
2021-02-11;Pebruari;2021;32381;Kematian (orang);Kematian
2021-02-12;Pebruari;2021;32656;Kematian (orang);Kematian
2021-02-13;Pebruari;2021;32936;Kematian (orang);Kematian
2021-02-14;Pebruari;2021;33103;Kematian (orang);Kematian
2021-02-15;Pebruari;2021;33367;Kematian (orang);Kematian
2021-02-16;Pebruari;2021;33596;Kematian (orang);Kematian
2021-02-17;Pebruari;2021;33788;Kematian (orang);Kematian
2021-02-18;Pebruari;2021;33969;Kematian (orang);Kematian
2021-02-19;Pebruari;2021;34152;Kematian (orang);Kematian
2021-02-20;Pebruari;2021;34316;Kematian (orang);Kematian
2021-02-21;Pebruari;2021;34489;Kematian (orang);Kematian
2021-02-22;Pebruari;2021;34691;Kematian (orang);Kematian
2021-02-23;Pebruari;2021;35014;Kematian (orang);Kematian
2021-02-24;Pebruari;2021;35254;Kematian (orang);Kematian
2021-02-25;Pebruari;2021;35518;Kematian (orang);Kematian
2021-02-26;Pebruari;2021;35786;Kematian (orang);Kematian
2021-02-27;Pebruari;2021;35981;Kematian (orang);Kematian
2021-02-28;Pebruari;2021;36166;Kematian (orang);Kematian
2021-03-01;Pebruari;2021;36325;Kematian (orang);Kematian
2021-03-02;Pebruari;2021;36518;Kematian (orang);Kematian
2021-03-03;Pebruari;2021;36721;Kematian (orang);Kematian
2021-02-01;Pebruari;2021;279;Kematian (orang/hari);Kematian Harian
2021-02-02;Pebruari;2021;304;Kematian (orang/hari);Kematian Harian
2021-02-03;Pebruari;2021;189;Kematian (orang/hari);Kematian Harian
2021-02-04;Pebruari;2021;231;Kematian (orang/hari);Kematian Harian
2021-02-05;Pebruari;2021;201;Kematian (orang/hari);Kematian Harian
2021-02-06;Pebruari;2021;191;Kematian (orang/hari);Kematian Harian
2021-02-07;Pebruari;2021;163;Kematian (orang/hari);Kematian Harian
2021-02-08;Pebruari;2021;207;Kematian (orang/hari);Kematian Harian
2021-02-09;Pebruari;2021;213;Kematian (orang/hari);Kematian Harian
2021-02-10;Pebruari;2021;191;Kematian (orang/hari);Kematian Harian
2021-02-11;Pebruari;2021;214;Kematian (orang/hari);Kematian Harian
2021-02-12;Pebruari;2021;275;Kematian (orang/hari);Kematian Harian
2021-02-13;Pebruari;2021;280;Kematian (orang/hari);Kematian Harian
2021-02-14;Pebruari;2021;167;Kematian (orang/hari);Kematian Harian
2021-02-15;Pebruari;2021;264;Kematian (orang/hari);Kematian Harian
2021-02-16;Pebruari;2021;229;Kematian (orang/hari);Kematian Harian
2021-02-17;Pebruari;2021;192;Kematian (orang/hari);Kematian Harian
2021-02-18;Pebruari;2021;181;Kematian (orang/hari);Kematian Harian
2021-02-19;Pebruari;2021;183;Kematian (orang/hari);Kematian Harian
2021-02-20;Pebruari;2021;164;Kematian (orang/hari);Kematian Harian
2021-02-21;Pebruari;2021;173;Kematian (orang/hari);Kematian Harian
2021-02-22;Pebruari;2021;202;Kematian (orang/hari);Kematian Harian
2021-02-23;Pebruari;2021;323;Kematian (orang/hari);Kematian Harian
2021-02-24;Pebruari;2021;240;Kematian (orang/hari);Kematian Harian
2021-02-25;Pebruari;2021;264;Kematian (orang/hari);Kematian Harian
2021-02-26;Pebruari;2021;268;Kematian (orang/hari);Kematian Harian
2021-02-27;Pebruari;2021;195;Kematian (orang/hari);Kematian Harian
2021-02-28;Pebruari;2021;185;Kematian (orang/hari);Kematian Harian
2021-03-01;Maret;2021;159;Kematian (orang/hari);Kematian Harian
2021-03-02;Maret;2021;193;Kematian (orang/hari);Kematian Harian
2021-03-03;Maret;2021;203;Kematian (orang/hari);Kematian Harian
2021-02-01;Pebruari;2021;883682;Sembuh (orang);Sembuh
2021-02-02;Pebruari;2021;896530;Sembuh (orang);Sembuh
2021-02-03;Pebruari;2021;905665;Sembuh (orang);Sembuh
2021-02-04;Pebruari;2021;917036;Sembuh (orang);Sembuh
2021-02-05;Pebruari;2021;926980;Sembuh (orang);Sembuh
2021-02-06;Pebruari;2021;939184;Sembuh (orang);Sembuh
2021-02-07;Pebruari;2021;949990;Sembuh (orang);Sembuh
2021-02-08;Pebruari;2021;963028;Sembuh (orang);Sembuh
2021-02-09;Pebruari;2021;973452;Sembuh (orang);Sembuh
2021-02-10;Pebruari;2021;982972;Sembuh (orang);Sembuh
2021-02-11;Pebruari;2021;993117;Sembuh (orang);Sembuh
2021-02-12;Pebruari;2021;1004117;Sembuh (orang);Sembuh
2021-02-13;Pebruari;2021;1016016;Sembuh (orang);Sembuh
2021-02-14;Pebruari;2021;1025273;Sembuh (orang);Sembuh
2021-02-15;Pebruari;2021;1032065;Sembuh (orang);Sembuh
2021-02-16;Pebruari;2021;1039674;Sembuh (orang);Sembuh
2021-02-17;Pebruari;2021;1047676;Sembuh (orang);Sembuh
2021-02-18;Pebruari;2021;1058222;Sembuh (orang);Sembuh
2021-02-19;Pebruari;2021;1069005;Sembuh (orang);Sembuh
2021-02-20;Pebruari;2021;1078840;Sembuh (orang);Sembuh
2021-02-21;Pebruari;2021;1087076;Sembuh (orang);Sembuh
2021-02-22;Pebruari;2021;1096994;Sembuh (orang);Sembuh
2021-02-23;Pebruari;2021;1104990;Sembuh (orang);Sembuh
2021-02-24;Pebruari;2021;1112725;Sembuh (orang);Sembuh
2021-02-25;Pebruari;2021;1121411;Sembuh (orang);Sembuh
2021-02-26;Pebruari;2021;1128672;Sembuh (orang);Sembuh
2021-02-27;Pebruari;2021;1136054;Sembuh (orang);Sembuh
2021-02-28;Pebruari;2021;1142703;Sembuh (orang);Sembuh
2021-03-01;Maret;2021;1151915;Sembuh (orang);Sembuh
2021-03-02;Maret;2021;1160863;Sembuh (orang);Sembuh
2021-03-03;Maret;2021;1169916;Sembuh (orang);Sembuh
2021-02-01;Pebruari;2021;10461;Sembuh (orang/hari);Sembuh Harian
2021-02-02;Pebruari;2021;12848;Sembuh (orang/hari);Sembuh Harian
