tanggal;propinsi;nilai;kategori;pulau
2020-05-03;Kalimantan Selatan;9;Kematian;Kalimantan
2020-05-03;Kalimantan Utara;1;Kematian;Kalimantan
2020-05-03;Kepulauan Riau;9;Kematian;Sumatera
2020-05-03;Nusa Tenggara Barat;4;Kematian;Sunda Kecil
2020-05-03;Sumatera Selatan;4;Kematian;Sumatera
2020-05-03;Sumatera Barat;15;Kematian;Sumatera
2020-05-03;Sulawesi Utara;4;Kematian;Sulawesi
2020-05-03;Sumatera Utara;13;Kematian;Sumatera
2020-05-03;Sulawesi Tenggara;2;Kematian;Sulawesi
2020-05-03;Sulawesi Selatan;40;Kematian;Sulawesi
2020-05-03;Sulawesi Tengah;3;Kematian;Sulawesi
2020-05-03;Lampung;5;Kematian;Sumatera
2020-05-03;Riau;5;Kematian;Sumatera
2020-05-03;Maluku Utara;0;Kematian;Maluku
2020-05-03;Maluku;0;Kematian;Maluku
2020-05-03;Papua Barat;1;Kematian;Papua
2020-05-03;Papua;6;Kematian;Papua
2020-05-03;Sulawesi Barat;1;Kematian;Sulawesi
2020-05-03;Nusa Tenggara Timur;0;Kematian;Sunda Kecil
2020-05-03;Gorontalo;1;Kematian;Sulawesi
2020-05-04;Aceh;12;Terkonfirmasi;Sumatera
2020-05-04;Bali;271;Terkonfirmasi;Sunda Kecil
2020-05-04;Banten;446;Terkonfirmasi;Jawa
2020-05-04;Bangka Belitung;20;Terkonfirmasi;Sumatera
2020-05-04;Bengkulu;12;Terkonfirmasi;Sumatera
2020-05-04;Yogyakarta;115;Terkonfirmasi;Jawa
2020-05-04;Jakarta;4539;Terkonfirmasi;Jawa
2020-05-04;Jambi;38;Terkonfirmasi;Sumatera
2020-05-04;Jawa Barat;1252;Terkonfirmasi;Jawa
2020-05-04;Jawa Tengah;798;Terkonfirmasi;Jawa
2020-05-04;Jawa Timur;1124;Terkonfirmasi;Jawa
2020-05-04;Kalimantan Barat;73;Terkonfirmasi;Kalimantan
2020-05-04;Kalimantan Timur;167;Terkonfirmasi;Kalimantan
2020-05-04;Kalimantan Tengah;180;Terkonfirmasi;Kalimantan
2020-05-04;Kalimantan Selatan;198;Terkonfirmasi;Kalimantan
2020-05-04;Kalimantan Utara;130;Terkonfirmasi;Kalimantan
2020-05-04;Kepulauan Riau;92;Terkonfirmasi;Sumatera
2020-05-04;Nusa Tenggara Barat;269;Terkonfirmasi;Sunda Kecil
2020-05-04;Sumatera Selatan;185;Terkonfirmasi;Sumatera
2020-05-04;Sumatera Barat;203;Terkonfirmasi;Sumatera
2020-05-04;Sulawesi Utara;45;Terkonfirmasi;Sulawesi
2020-05-04;Sumatera Utara;129;Terkonfirmasi;Sumatera
2020-05-04;Sulawesi Tenggara;64;Terkonfirmasi;Sulawesi
2020-05-04;Sulawesi Selatan;607;Terkonfirmasi;Sulawesi
2020-05-04;Sulawesi Tengah;59;Terkonfirmasi;Sulawesi
2020-05-04;Lampung;54;Terkonfirmasi;Sumatera
2020-05-04;Riau;58;Terkonfirmasi;Sumatera
2020-05-04;Maluku Utara;50;Terkonfirmasi;Maluku
2020-05-04;Maluku;23;Terkonfirmasi;Maluku
2020-05-04;Papua Barat;43;Terkonfirmasi;Papua
2020-05-04;Papua;240;Terkonfirmasi;Papua
2020-05-04;Sulawesi Barat;44;Terkonfirmasi;Sulawesi
2020-05-04;Nusa Tenggara Timur;10;Terkonfirmasi;Sunda Kecil
2020-05-04;Gorontalo;15;Terkonfirmasi;Sulawesi
2020-05-04;Aceh;1;Kematian;Sumatera
2020-05-04;Bali;4;Kematian;Sunda Kecil
2020-05-04;Banten;41;Kematian;Jawa
2020-05-04;Bangka Belitung;1;Kematian;Sumatera
2020-05-04;Bengkulu;1;Kematian;Sumatera
2020-05-04;Yogyakarta;7;Kematian;Jawa
2020-05-04;Jakarta;408;Kematian;Jawa
2020-05-04;Jambi;0;Kematian;Sumatera
2020-05-04;Jawa Barat;86;Kematian;Jawa
2020-05-04;Jawa Tengah;62;Kematian;Jawa
2020-05-04;Jawa Timur;117;Kematian;Jawa
2020-05-04;Kalimantan Barat;3;Kematian;Kalimantan
2020-05-04;Kalimantan Timur;1;Kematian;Kalimantan
2020-05-04;Kalimantan Tengah;7;Kematian;Kalimantan
2020-05-04;Kalimantan Selatan;9;Kematian;Kalimantan
2020-05-04;Kalimantan Utara;1;Kematian;Kalimantan
2020-05-04;Kepulauan Riau;9;Kematian;Sumatera
2020-05-04;Nusa Tenggara Barat;4;Kematian;Sunda Kecil
2020-05-04;Sumatera Selatan;5;Kematian;Sumatera
2020-05-04;Sumatera Barat;15;Kematian;Sumatera
2020-05-04;Sulawesi Utara;4;Kematian;Sulawesi
2020-05-04;Sumatera Utara;13;Kematian;Sumatera
2020-05-04;Sulawesi Tenggara;2;Kematian;Sulawesi
2020-05-04;Sulawesi Selatan;40;Kematian;Sulawesi
2020-05-04;Sulawesi Tengah;3;Kematian;Sulawesi
2020-05-04;Lampung;5;Kematian;Sumatera
2020-05-04;Riau;6;Kematian;Sumatera
2020-05-04;Maluku Utara;0;Kematian;Maluku
2020-05-04;Maluku;0;Kematian;Maluku
2020-05-04;Papua Barat;1;Kematian;Papua
2020-05-04;Papua;6;Kematian;Papua
2020-05-04;Sulawesi Barat;1;Kematian;Sulawesi
2020-05-04;Nusa Tenggara Timur;0;Kematian;Sunda Kecil
2020-05-04;Gorontalo;1;Kematian;Sulawesi
2020-05-05;Aceh;12;Terkonfirmasi;Sumatera
2020-05-05;Bali;247;Terkonfirmasi;Sunda Kecil
2020-05-05;Banten;458;Terkonfirmasi;Jawa
2020-05-05;Bangka Belitung;28;Terkonfirmasi;Sumatera
2020-05-05;Bengkulu;12;Terkonfirmasi;Sumatera
2020-05-05;Yogyakarta;121;Terkonfirmasi;Jawa
2020-05-05;Jakarta;4687;Terkonfirmasi;Jawa
2020-05-05;Jambi;43;Terkonfirmasi;Sumatera
2020-05-05;Jawa Barat;1300;Terkonfirmasi;Jawa
2020-05-05;Jawa Tengah;849;Terkonfirmasi;Jawa
2020-05-05;Jawa Timur;1171;Terkonfirmasi;Jawa
2020-05-05;Kalimantan Barat;73;Terkonfirmasi;Kalimantan
2020-05-05;Kalimantan Timur;168;Terkonfirmasi;Kalimantan
2020-05-05;Kalimantan Tengah;181;Terkonfirmasi;Kalimantan
2020-05-05;Kalimantan Selatan;212;Terkonfirmasi;Kalimantan
2020-05-05;Kalimantan Utara;131;Terkonfirmasi;Kalimantan
2020-05-05;Kepulauan Riau;97;Terkonfirmasi;Sumatera
2020-05-05;Nusa Tenggara Barat;285;Terkonfirmasi;Sunda Kecil
2020-05-05;Sumatera Selatan;199;Terkonfirmasi;Sumatera
2020-05-05;Sumatera Barat;221;Terkonfirmasi;Sumatera
2020-05-05;Sulawesi Utara;45;Terkonfirmasi;Sulawesi
2020-05-05;Sumatera Utara;130;Terkonfirmasi;Sumatera
2020-05-05;Sulawesi Tenggara;69;Terkonfirmasi;Sulawesi
2020-05-05;Sulawesi Selatan;640;Terkonfirmasi;Sulawesi
2020-05-05;Sulawesi Tengah;70;Terkonfirmasi;Sulawesi
2020-05-05;Lampung;55;Terkonfirmasi;Sumatera
2020-05-05;Riau;61;Terkonfirmasi;Sumatera
2020-05-05;Maluku Utara;50;Terkonfirmasi;Maluku
2020-05-05;Maluku;23;Terkonfirmasi;Maluku
2020-05-05;Papua Barat;49;Terkonfirmasi;Papua
2020-05-05;Papua;247;Terkonfirmasi;Papua
2020-05-05;Sulawesi Barat;58;Terkonfirmasi;Sulawesi
2020-05-05;Nusa Tenggara Timur;12;Terkonfirmasi;Sunda Kecil
2020-05-05;Gorontalo;22;Terkonfirmasi;Sulawesi
2020-05-05;Aceh;1;Kematian;Sumatera
2020-05-05;Bali;4;Kematian;Sunda Kecil
2020-05-05;Banten;41;Kematian;Jawa
2020-05-05;Bangka Belitung;1;Kematian;Sumatera
2020-05-05;Bengkulu;1;Kematian;Sumatera
2020-05-05;Yogyakarta;7;Kematian;Jawa
2020-05-05;Jakarta;409;Kematian;Jawa
2020-05-05;Jambi;0;Kematian;Sumatera
2020-05-05;Jawa Barat;87;Kematian;Jawa
2020-05-05;Jawa Tengah;62;Kematian;Jawa
2020-05-05;Jawa Timur;117;Kematian;Jawa
2020-05-05;Kalimantan Barat;3;Kematian;Kalimantan
2020-05-05;Kalimantan Timur;2;Kematian;Kalimantan
2020-05-05;Kalimantan Tengah;7;Kematian;Kalimantan
2020-05-05;Kalimantan Selatan;9;Kematian;Kalimantan
2020-05-05;Kalimantan Utara;1;Kematian;Kalimantan
2020-05-05;Kepulauan Riau;10;Kematian;Sumatera
2020-05-05;Nusa Tenggara Barat;4;Kematian;Sunda Kecil
2020-05-05;Sumatera Selatan;5;Kematian;Sumatera
2020-05-05;Sumatera Barat;16;Kematian;Sumatera
2020-05-05;Sulawesi Utara;4;Kematian;Sulawesi
2020-05-05;Sumatera Utara;13;Kematian;Sumatera
2020-05-05;Sulawesi Tenggara;2;Kematian;Sulawesi
2020-05-05;Sulawesi Selatan;42;Kematian;Sulawesi
2020-05-05;Sulawesi Tengah;3;Kematian;Sulawesi
2020-05-05;Lampung;5;Kematian;Sumatera
2020-05-05;Riau;6;Kematian;Sumatera
2020-05-05;Maluku Utara;0;Kematian;Maluku
2020-05-05;Maluku;0;Kematian;Maluku
2020-05-05;Papua Barat;1;Kematian;Papua
2020-05-05;Papua;6;Kematian;Papua
2020-05-05;Sulawesi Barat;2;Kematian;Sulawesi
2020-05-05;Nusa Tenggara Timur;0;Kematian;Sunda Kecil
2020-05-05;Gorontalo;1;Kematian;Sulawesi
2020-05-06;Aceh;17;Terkonfirmasi;Sumatera
2020-05-06;Bali;277;Terkonfirmasi;Sunda Kecil
2020-05-06;Banten;487;Terkonfirmasi;Jawa
2020-05-06;Bangka Belitung;28;Terkonfirmasi;Sumatera
2020-05-06;Bengkulu;14;Terkonfirmasi;Sumatera
2020-05-06;Yogyakarta;122;Terkonfirmasi;Jawa
2020-05-06;Jakarta;4770;Terkonfirmasi;Jawa
2020-05-06;Jambi;47;Terkonfirmasi;Sumatera
2020-05-06;Jawa Barat;1320;Terkonfirmasi;Jawa
2020-05-06;Jawa Tengah;891;Terkonfirmasi;Jawa
2020-05-06;Jawa Timur;1221;Terkonfirmasi;Jawa
2020-05-06;Kalimantan Barat;90;Terkonfirmasi;Kalimantan
2020-05-06;Kalimantan Timur;182;Terkonfirmasi;Kalimantan
2020-05-06;Kalimantan Tengah;186;Terkonfirmasi;Kalimantan
2020-05-06;Kalimantan Selatan;225;Terkonfirmasi;Kalimantan
2020-05-06;Kalimantan Utara;131;Terkonfirmasi;Kalimantan
2020-05-06;Kepulauan Riau;98;Terkonfirmasi;Sumatera
2020-05-06;Nusa Tenggara Barat;289;Terkonfirmasi;Sunda Kecil
2020-05-06;Sumatera Selatan;210;Terkonfirmasi;Sumatera
2020-05-06;Sumatera Barat;238;Terkonfirmasi;Sumatera
2020-05-06;Sulawesi Utara;45;Terkonfirmasi;Sulawesi
2020-05-06;Sumatera Utara;141;Terkonfirmasi;Sumatera
2020-05-06;Sulawesi Tenggara;69;Terkonfirmasi;Sulawesi
2020-05-06;Sulawesi Selatan;665;Terkonfirmasi;Sulawesi
2020-05-06;Sulawesi Tengah;70;Terkonfirmasi;Sulawesi
2020-05-06;Lampung;63;Terkonfirmasi;Sumatera
2020-05-06;Riau;61;Terkonfirmasi;Sumatera
2020-05-06;Maluku Utara;50;Terkonfirmasi;Maluku
2020-05-06;Maluku;23;Terkonfirmasi;Maluku
2020-05-06;Papua Barat;53;Terkonfirmasi;Papua
2020-05-06;Papua;248;Terkonfirmasi;Papua
2020-05-06;Sulawesi Barat;68;Terkonfirmasi;Sulawesi
2020-05-06;Nusa Tenggara Timur;12;Terkonfirmasi;Sunda Kecil
2020-05-06;Gorontalo;15;Terkonfirmasi;Sulawesi
2020-05-06;Aceh;1;Kematian;Sumatera
2020-05-06;Bali;4;Kematian;Sunda Kecil
2020-05-06;Banten;41;Kematian;Jawa
2020-05-06;Bangka Belitung;1;Kematian;Sumatera
2020-05-06;Bengkulu;1;Kematian;Sumatera
2020-05-06;Yogyakarta;7;Kematian;Jawa
2020-05-06;Jakarta;414;Kematian;Jawa
2020-05-06;Jambi;0;Kematian;Sumatera
2020-05-06;Jawa Barat;90;Kematian;Jawa
2020-05-06;Jawa Tengah;64;Kematian;Jawa
2020-05-06;Jawa Timur;123;Kematian;Jawa
2020-05-06;Kalimantan Barat;3;Kematian;Kalimantan
2020-05-06;Kalimantan Timur;2;Kematian;Kalimantan
2020-05-06;Kalimantan Tengah;7;Kematian;Kalimantan
2020-05-06;Kalimantan Selatan;9;Kematian;Kalimantan
2020-05-06;Kalimantan Utara;1;Kematian;Kalimantan
2020-05-06;Kepulauan Riau;10;Kematian;Sumatera
2020-05-06;Nusa Tenggara Barat;5;Kematian;Sunda Kecil
2020-05-06;Sumatera Selatan;5;Kematian;Sumatera
2020-05-06;Sumatera Barat;16;Kematian;Sumatera
2020-05-06;Sulawesi Utara;4;Kematian;Sulawesi
2020-05-06;Sumatera Utara;16;Kematian;Sumatera
2020-05-06;Sulawesi Tenggara;2;Kematian;Sulawesi
2020-05-06;Sulawesi Selatan;45;Kematian;Sulawesi
2020-05-06;Sulawesi Tengah;3;Kematian;Sulawesi
2020-05-06;Lampung;5;Kematian;Sumatera
2020-05-06;Riau;6;Kematian;Sumatera
2020-05-06;Maluku Utara;0;Kematian;Maluku
2020-05-06;Maluku;0;Kematian;Maluku
2020-05-06;Papua Barat;1;Kematian;Papua
2020-05-06;Papua;6;Kematian;Papua
2020-05-06;Sulawesi Barat;2;Kematian;Sulawesi
2020-05-06;Nusa Tenggara Timur;0;Kematian;Sunda Kecil
2020-05-06;Gorontalo;1;Kematian;Sulawesi
2020-05-07;Aceh;17;Terkonfirmasi;Sumatera
2020-05-07;Bali;287;Terkonfirmasi;Sunda Kecil
2020-05-07;Banten;495;Terkonfirmasi;Jawa
2020-05-07;Bangka Belitung;28;Terkonfirmasi;Sumatera
2020-05-07;Bengkulu;14;Terkonfirmasi;Sumatera
2020-05-07;Yogyakarta;137;Terkonfirmasi;Jawa
2020-05-07;Jakarta;4855;Terkonfirmasi;Jawa
2020-05-07;Jambi;47;Terkonfirmasi;Sumatera
2020-05-07;Jawa Barat;1381;Terkonfirmasi;Jawa
2020-05-07;Jawa Tengah;904;Terkonfirmasi;Jawa
2020-05-07;Jawa Timur;1267;Terkonfirmasi;Jawa
2020-05-07;Kalimantan Barat;95;Terkonfirmasi;Kalimantan
2020-05-07;Kalimantan Timur;182;Terkonfirmasi;Kalimantan
2020-05-07;Kalimantan Tengah;188;Terkonfirmasi;Kalimantan
2020-05-07;Kalimantan Selatan;238;Terkonfirmasi;Kalimantan
2020-05-07;Kalimantan Utara;131;Terkonfirmasi;Kalimantan
2020-05-07;Kepulauan Riau;98;Terkonfirmasi;Sumatera
2020-05-07;Nusa Tenggara Barat;300;Terkonfirmasi;Sunda Kecil
2020-05-07;Sumatera Selatan;227;Terkonfirmasi;Sumatera
2020-05-07;Sumatera Barat;252;Terkonfirmasi;Sumatera
2020-05-07;Sulawesi Utara;45;Terkonfirmasi;Sulawesi
2020-05-07;Sumatera Utara;142;Terkonfirmasi;Sumatera
2020-05-07;Sulawesi Tenggara;69;Terkonfirmasi;Sulawesi
2020-05-07;Sulawesi Selatan;684;Terkonfirmasi;Sulawesi
2020-05-07;Sulawesi Tengah;75;Terkonfirmasi;Sulawesi
2020-05-07;Lampung;63;Terkonfirmasi;Sumatera
2020-05-07;Riau;66;Terkonfirmasi;Sumatera
2020-05-07;Maluku Utara;50;Terkonfirmasi;Maluku
2020-05-07;Maluku;23;Terkonfirmasi;Maluku
2020-05-07;Papua Barat;53;Terkonfirmasi;Papua
2020-05-07;Papua;252;Terkonfirmasi;Papua
2020-05-07;Sulawesi Barat;58;Terkonfirmasi;Sulawesi
2020-05-07;Nusa Tenggara Timur;12;Terkonfirmasi;Sunda Kecil
2020-05-07;Gorontalo;19;Terkonfirmasi;Sulawesi
2020-05-07;Aceh;1;Kematian;Sumatera
2020-05-07;Bali;4;Kematian;Sunda Kecil
2020-05-07;Banten;56;Kematian;Jawa
2020-05-07;Bangka Belitung;1;Kematian;Sumatera
2020-05-07;Bengkulu;1;Kematian;Sumatera
2020-05-07;Yogyakarta;7;Kematian;Jawa
2020-05-07;Jakarta;423;Kematian;Jawa
2020-05-07;Jambi;0;Kematian;Sumatera
2020-05-07;Jawa Barat;90;Kematian;Jawa
2020-05-07;Jawa Tengah;64;Kematian;Jawa
2020-05-07;Jawa Timur;133;Kematian;Jawa
2020-05-07;Kalimantan Barat;3;Kematian;Kalimantan
2020-05-07;Kalimantan Timur;2;Kematian;Kalimantan
2020-05-07;Kalimantan Tengah;7;Kematian;Kalimantan
2020-05-07;Kalimantan Selatan;9;Kematian;Kalimantan
2020-05-07;Kalimantan Utara;1;Kematian;Kalimantan
2020-05-07;Kepulauan Riau;10;Kematian;Sumatera
2020-05-07;Nusa Tenggara Barat;5;Kematian;Sunda Kecil
2020-05-07;Sumatera Selatan;6;Kematian;Sumatera
2020-05-07;Sumatera Barat;16;Kematian;Sumatera
2020-05-07;Sulawesi Utara;4;Kematian;Sulawesi
2020-05-07;Sumatera Utara;16;Kematian;Sumatera
2020-05-07;Sulawesi Tenggara;2;Kematian;Sulawesi
2020-05-07;Sulawesi Selatan;45;Kematian;Sulawesi
2020-05-07;Sulawesi Tengah;3;Kematian;Sulawesi
2020-05-07;Lampung;5;Kematian;Sumatera
2020-05-07;Riau;6;Kematian;Sumatera
2020-05-07;Maluku Utara;0;Kematian;Maluku
2020-05-07;Maluku;0;Kematian;Maluku
2020-05-07;Papua Barat;1;Kematian;Papua
2020-05-07;Papua;6;Kematian;Papua
2020-05-07;Sulawesi Barat;2;Kematian;Sulawesi
2020-05-07;Nusa Tenggara Timur;0;Kematian;Sunda Kecil
2020-05-07;Gorontalo;1;Kematian;Sulawesi
2020-05-08;Aceh;17;Terkonfirmasi;Sumatera
2020-05-08;Bali;300;Terkonfirmasi;Sunda Kecil
2020-05-08;Banten;305;Terkonfirmasi;Jawa
2020-05-08;Bangka Belitung;28;Terkonfirmasi;Sumatera
2020-05-08;Bengkulu;14;Terkonfirmasi;Sumatera
2020-05-08;Yogyakarta;143;Terkonfirmasi;Jawa
2020-05-08;Jakarta;4955;Terkonfirmasi;Jawa
2020-05-08;Jambi;47;Terkonfirmasi;Sumatera
2020-05-08;Jawa Barat;1404;Terkonfirmasi;Jawa
2020-05-08;Jawa Tengah;933;Terkonfirmasi;Jawa
2020-05-08;Jawa Timur;1284;Terkonfirmasi;Jawa
2020-05-08;Kalimantan Barat;95;Terkonfirmasi;Kalimantan
2020-05-08;Kalimantan Timur;209;Terkonfirmasi;Kalimantan
2020-05-08;Kalimantan Tengah;188;Terkonfirmasi;Kalimantan
2020-05-08;Kalimantan Selatan;246;Terkonfirmasi;Kalimantan
2020-05-08;Kalimantan Utara;131;Terkonfirmasi;Kalimantan
2020-05-08;Kepulauan Riau;100;Terkonfirmasi;Sumatera
2020-05-08;Nusa Tenggara Barat;312;Terkonfirmasi;Sunda Kecil
2020-05-08;Sumatera Selatan;227;Terkonfirmasi;Sumatera
2020-05-08;Sumatera Barat;270;Terkonfirmasi;Sumatera
2020-05-08;Sulawesi Utara;47;Terkonfirmasi;Sulawesi
2020-05-08;Sumatera Utara;157;Terkonfirmasi;Sumatera
2020-05-08;Sulawesi Tenggara;70;Terkonfirmasi;Sulawesi
2020-05-08;Sulawesi Selatan;708;Terkonfirmasi;Sulawesi
2020-05-08;Sulawesi Tengah;75;Terkonfirmasi;Sulawesi
2020-05-08;Lampung;66;Terkonfirmasi;Sumatera
2020-05-08;Riau;69;Terkonfirmasi;Sumatera
2020-05-08;Maluku Utara;50;Terkonfirmasi;Maluku
2020-05-08;Maluku;32;Terkonfirmasi;Maluku
2020-05-08;Papua Barat;53;Terkonfirmasi;Papua
2020-05-08;Papua;265;Terkonfirmasi;Papua
2020-05-08;Sulawesi Barat;60;Terkonfirmasi;Sulawesi
2020-05-08;Nusa Tenggara Timur;12;Terkonfirmasi;Sunda Kecil
2020-05-08;Gorontalo;19;Terkonfirmasi;Sulawesi
2020-05-08;Aceh;1;Kematian;Sumatera
2020-05-08;Bali;4;Kematian;Sunda Kecil
2020-05-08;Banten;56;Kematian;Jawa
2020-05-08;Bangka Belitung;1;Kematian;Sumatera
2020-05-08;Bengkulu;1;Kematian;Sumatera
2020-05-08;Yogyakarta;7;Kematian;Jawa
2020-05-08;Jakarta;424;Kematian;Jawa
2020-05-08;Jambi;0;Kematian;Sumatera
2020-05-08;Jawa Barat;92;Kematian;Jawa
2020-05-08;Jawa Tengah;65;Kematian;Jawa
2020-05-08;Jawa Timur;138;Kematian;Jawa
2020-05-08;Kalimantan Barat;3;Kematian;Kalimantan
2020-05-08;Kalimantan Timur;2;Kematian;Kalimantan
2020-05-08;Kalimantan Tengah;7;Kematian;Kalimantan
2020-05-08;Kalimantan Selatan;9;Kematian;Kalimantan
2020-05-08;Kalimantan Utara;1;Kematian;Kalimantan
2020-05-08;Kepulauan Riau;10;Kematian;Sumatera
2020-05-08;Nusa Tenggara Barat;5;Kematian;Sunda Kecil
2020-05-08;Sumatera Selatan;6;Kematian;Sumatera
2020-05-08;Sumatera Barat;17;Kematian;Sumatera
2020-05-08;Sulawesi Utara;4;Kematian;Sulawesi
2020-05-08;Sumatera Utara;16;Kematian;Sumatera
2020-05-08;Sulawesi Tenggara;2;Kematian;Sulawesi
2020-05-08;Sulawesi Selatan;46;Kematian;Sulawesi
2020-05-08;Sulawesi Tengah;3;Kematian;Sulawesi
2020-05-08;Lampung;5;Kematian;Sumatera
2020-05-08;Riau;6;Kematian;Sumatera
2020-05-08;Maluku Utara;0;Kematian;Maluku
2020-05-08;Maluku;2;Kematian;Maluku
2020-05-08;Papua Barat;1;Kematian;Papua
2020-05-08;Papua;6;Kematian;Papua
2020-05-08;Sulawesi Barat;2;Kematian;Sulawesi
2020-05-08;Nusa Tenggara Timur;0;Kematian;Sunda Kecil
2020-05-08;Gorontalo;1;Kematian;Sulawesi
2020-05-09;Aceh;17;Terkonfirmasi;Sumatera
2020-05-09;Bali;306;Terkonfirmasi;Sunda Kecil
2020-05-09;Banten;523;Terkonfirmasi;Jawa
2020-05-09;Bangka Belitung;28;Terkonfirmasi;Sumatera
2020-05-09;Bengkulu;37;Terkonfirmasi;Sumatera
2020-05-09;Yogyakarta;146;Terkonfirmasi;Jawa
2020-05-09;Jakarta;5056;Terkonfirmasi;Jawa
2020-05-09;Jambi;62;Terkonfirmasi;Sumatera
2020-05-09;Jawa Barat;1437;Terkonfirmasi;Jawa
2020-05-09;Jawa Tengah;959;Terkonfirmasi;Jawa
2020-05-09;Jawa Timur;1419;Terkonfirmasi;Jawa
2020-05-09;Kalimantan Barat;118;Terkonfirmasi;Kalimantan
2020-05-09;Kalimantan Timur;214;Terkonfirmasi;Kalimantan
2020-05-09;Kalimantan Tengah;189;Terkonfirmasi;Kalimantan
2020-05-09;Kalimantan Selatan;253;Terkonfirmasi;Kalimantan
2020-05-09;Kalimantan Utara;131;Terkonfirmasi;Kalimantan
2020-05-09;Kepulauan Riau;101;Terkonfirmasi;Sumatera
2020-05-09;Nusa Tenggara Barat;330;Terkonfirmasi;Sunda Kecil
2020-05-09;Sumatera Selatan;278;Terkonfirmasi;Sumatera
2020-05-09;Sumatera Barat;286;Terkonfirmasi;Sumatera
2020-05-09;Sulawesi Utara;53;Terkonfirmasi;Sulawesi
2020-05-09;Sumatera Utara;179;Terkonfirmasi;Sumatera
2020-05-09;Sulawesi Tenggara;71;Terkonfirmasi;Sulawesi
2020-05-09;Sulawesi Selatan;710;Terkonfirmasi;Sulawesi
2020-05-09;Sulawesi Tengah;75;Terkonfirmasi;Sulawesi
2020-05-09;Lampung;66;Terkonfirmasi;Sumatera
2020-05-09;Riau;71;Terkonfirmasi;Sumatera
2020-05-09;Maluku Utara;54;Terkonfirmasi;Maluku
2020-05-09;Maluku;32;Terkonfirmasi;Maluku
2020-05-09;Papua Barat;53;Terkonfirmasi;Papua
2020-05-09;Papua;277;Terkonfirmasi;Papua
2020-05-09;Sulawesi Barat;62;Terkonfirmasi;Sulawesi
2020-05-09;Nusa Tenggara Timur;12;Terkonfirmasi;Sunda Kecil
2020-05-09;Gorontalo;19;Terkonfirmasi;Sulawesi
2020-05-09;Aceh;1;Kematian;Sumatera
2020-05-09;Bali;4;Kematian;Sunda Kecil
2020-05-09;Banten;56;Kematian;Jawa
2020-05-09;Bangka Belitung;1;Kematian;Sumatera
2020-05-09;Bengkulu;1;Kematian;Sumatera
2020-05-09;Yogyakarta;7;Kematian;Jawa
2020-05-09;Jakarta;427;Kematian;Jawa
2020-05-09;Jambi;0;Kematian;Sumatera
2020-05-09;Jawa Barat;95;Kematian;Jawa
2020-05-09;Jawa Tengah;66;Kematian;Jawa
2020-05-09;Jawa Timur;141;Kematian;Jawa
2020-05-09;Kalimantan Barat;3;Kematian;Kalimantan
2020-05-09;Kalimantan Timur;2;Kematian;Kalimantan
2020-05-09;Kalimantan Tengah;7;Kematian;Kalimantan
2020-05-09;Kalimantan Selatan;9;Kematian;Kalimantan
2020-05-09;Kalimantan Utara;1;Kematian;Kalimantan
2020-05-09;Kepulauan Riau;10;Kematian;Sumatera
2020-05-09;Nusa Tenggara Barat;6;Kematian;Sunda Kecil
2020-05-09;Sumatera Selatan;6;Kematian;Sumatera
2020-05-09;Sumatera Barat;17;Kematian;Sumatera
2020-05-09;Sulawesi Utara;4;Kematian;Sulawesi
2020-05-09;Sumatera Utara;21;Kematian;Sumatera
2020-05-09;Sulawesi Tenggara;2;Kematian;Sulawesi
2020-05-09;Sulawesi Selatan;46;Kematian;Sulawesi
2020-05-09;Sulawesi Tengah;3;Kematian;Sulawesi
2020-05-09;Lampung;5;Kematian;Sumatera
2020-05-09;Riau;6;Kematian;Sumatera
2020-05-09;Maluku Utara;0;Kematian;Maluku
2020-05-09;Maluku;2;Kematian;Maluku
2020-05-09;Papua Barat;1;Kematian;Papua
2020-05-09;Papua;6;Kematian;Papua
2020-05-09;Sulawesi Barat;2;Kematian;Sulawesi
2020-05-09;Nusa Tenggara Timur;0;Kematian;Sunda Kecil
2020-05-09;Gorontalo;1;Kematian;Sulawesi
2020-05-10;Aceh;17;Terkonfirmasi;Sumatera
2020-05-10;Bali;311;Terkonfirmasi;Sunda Kecil
2020-05-10;Banten;533;Terkonfirmasi;Jawa
2020-05-10;Bangka Belitung;29;Terkonfirmasi;Sumatera
2020-05-10;Bengkulu;37;Terkonfirmasi;Sumatera
2020-05-10;Yogyakarta;153;Terkonfirmasi;Jawa
2020-05-10;Jakarta;5190;Terkonfirmasi;Jawa
2020-05-10;Jambi;64;Terkonfirmasi;Sumatera
2020-05-10;Jawa Barat;1437;Terkonfirmasi;Jawa
2020-05-10;Jawa Tengah;978;Terkonfirmasi;Jawa
2020-05-10;Jawa Timur;1502;Terkonfirmasi;Jawa
2020-05-10;Kalimantan Barat;120;Terkonfirmasi;Kalimantan
2020-05-10;Kalimantan Timur;218;Terkonfirmasi;Kalimantan
2020-05-10;Kalimantan Tengah;193;Terkonfirmasi;Kalimantan
2020-05-10;Kalimantan Selatan;263;Terkonfirmasi;Kalimantan
2020-05-10;Kalimantan Utara;131;Terkonfirmasi;Kalimantan
2020-05-10;Kepulauan Riau;101;Terkonfirmasi;Sumatera
2020-05-10;Nusa Tenggara Barat;330;Terkonfirmasi;Sunda Kecil
2020-05-10;Sumatera Selatan;278;Terkonfirmasi;Sumatera
2020-05-10;Sumatera Barat;299;Terkonfirmasi;Sumatera
