tanggal;propinsi;nilai;kategori;pulau
2021-03-22;Gorontalo;142;Kematian;Sulawesi
2021-03-22;Sulawesi Barat;110;Kematian;Sulawesi
2021-03-22;Maluku;110;Kematian;Maluku
2021-03-22;Maluku Utara;119;Kematian;Maluku
2021-03-22;Papua;200;Kematian;Papua
2021-03-22;Papua Barat;131;Kematian;Papua
2021-03-23;Aceh;389;Kematian;Sumatera
2021-03-23;Sumatera Utara;899;Kematian;Sumatera
2021-03-23;Sumatera Barat;679;Kematian;Sumatera
2021-03-23;Riau;823;Kematian;Sumatera
2021-03-23;Jambi;89;Kematian;Sumatera
2021-03-23;Sumatera Selatan;825;Kematian;Sumatera
2021-03-23;Bengkulu;152;Kematian;Sumatera
2021-03-23;Lampung;735;Kematian;Sumatera
2021-03-23;Bangka Belitung;140;Kematian;Sumatera
2021-03-23;Kepulauan Riau;226;Kematian;Sumatera
2021-03-23;Jakarta;6226;Kematian;Jawa
2021-03-23;Jawa Barat;3006;Kematian;Jawa
2021-03-23;Jawa Tengah;7163;Kematian;Jawa
2021-03-23;Yogyakarta;764;Kematian;Jawa
2021-03-23;Jawa Timur;9723;Kematian;Jawa
2021-03-23;Banten;728;Kematian;Jawa
2021-03-23;Bali;1079;Kematian;Sunda Kecil
2021-03-23;Nusa Tenggara Barat;351;Kematian;Sunda Kecil
2021-03-23;Nusa Tenggara Timur;326;Kematian;Sunda Kecil
2021-03-23;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-23;Kalimantan Tengah;382;Kematian;Kalimantan
2021-03-23;Kalimantan Selatan;805;Kematian;Kalimantan
2021-03-23;Kalimantan Timur;1449;Kematian;Kalimantan
2021-03-23;Kalimantan Utara;166;Kematian;Kalimantan
2021-03-23;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-23;Sulawesi Tengah;285;Kematian;Sulawesi
2021-03-23;Sulawesi Selatan;907;Kematian;Sulawesi
2021-03-23;Sulawesi Tenggara;204;Kematian;Sulawesi
2021-03-23;Gorontalo;142;Kematian;Sulawesi
2021-03-23;Sulawesi Barat;110;Kematian;Sulawesi
2021-03-23;Maluku;110;Kematian;Maluku
2021-03-23;Maluku Utara;119;Kematian;Maluku
2021-03-23;Papua;200;Kematian;Papua
2021-03-23;Papua Barat;131;Kematian;Papua
2021-03-24;Aceh;391;Kematian;Sumatera
2021-03-24;Sumatera Utara;900;Kematian;Sumatera
2021-03-24;Sumatera Barat;679;Kematian;Sumatera
2021-03-24;Riau;828;Kematian;Sumatera
2021-03-24;Jambi;89;Kematian;Sumatera
2021-03-24;Sumatera Selatan;828;Kematian;Sumatera
2021-03-24;Bengkulu;153;Kematian;Sumatera
2021-03-24;Lampung;738;Kematian;Sumatera
2021-03-24;Bangka Belitung;140;Kematian;Sumatera
2021-03-24;Kepulauan Riau;227;Kematian;Sumatera
2021-03-24;Jakarta;6237;Kematian;Jawa
2021-03-24;Jawa Barat;3013;Kematian;Jawa
2021-03-24;Jawa Tengah;7186;Kematian;Jawa
2021-03-24;Yogyakarta;768;Kematian;Jawa
2021-03-24;Jawa Timur;9744;Kematian;Jawa
2021-03-24;Banten;728;Kematian;Jawa
2021-03-24;Bali;1090;Kematian;Sunda Kecil
2021-03-24;Nusa Tenggara Barat;351;Kematian;Sunda Kecil
2021-03-24;Nusa Tenggara Timur;327;Kematian;Sunda Kecil
2021-03-24;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-24;Kalimantan Tengah;386;Kematian;Kalimantan
2021-03-24;Kalimantan Selatan;808;Kematian;Kalimantan
2021-03-24;Kalimantan Timur;1455;Kematian;Kalimantan
2021-03-24;Kalimantan Utara;166;Kematian;Kalimantan
2021-03-24;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-24;Sulawesi Tengah;291;Kematian;Sulawesi
2021-03-24;Sulawesi Selatan;907;Kematian;Sulawesi
2021-03-24;Sulawesi Tenggara;204;Kematian;Sulawesi
2021-03-24;Gorontalo;144;Kematian;Sulawesi
2021-03-24;Sulawesi Barat;112;Kematian;Sulawesi
2021-03-24;Maluku;110;Kematian;Maluku
2021-03-24;Maluku Utara;119;Kematian;Maluku
2021-03-24;Papua;200;Kematian;Papua
2021-03-24;Papua Barat;132;Kematian;Papua
2021-03-25;Aceh;394;Kematian;Sumatera
2021-03-25;Sumatera Utara;900;Kematian;Sumatera
2021-03-25;Sumatera Barat;679;Kematian;Sumatera
2021-03-25;Riau;835;Kematian;Sumatera
2021-03-25;Jambi;89;Kematian;Sumatera
2021-03-25;Sumatera Selatan;829;Kematian;Sumatera
2021-03-25;Bengkulu;153;Kematian;Sumatera
2021-03-25;Lampung;739;Kematian;Sumatera
2021-03-25;Bangka Belitung;142;Kematian;Sumatera
2021-03-25;Kepulauan Riau;227;Kematian;Sumatera
2021-03-25;Jakarta;6249;Kematian;Jawa
2021-03-25;Jawa Barat;3025;Kematian;Jawa
2021-03-25;Jawa Tengah;7199;Kematian;Jawa
2021-03-25;Yogyakarta;769;Kematian;Jawa
2021-03-25;Jawa Timur;9766;Kematian;Jawa
2021-03-25;Banten;729;Kematian;Jawa
2021-03-25;Bali;1096;Kematian;Sunda Kecil
2021-03-25;Nusa Tenggara Barat;351;Kematian;Sunda Kecil
2021-03-25;Nusa Tenggara Timur;327;Kematian;Sunda Kecil
2021-03-25;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-25;Kalimantan Tengah;386;Kematian;Kalimantan
2021-03-25;Kalimantan Selatan;811;Kematian;Kalimantan
2021-03-25;Kalimantan Timur;1464;Kematian;Kalimantan
2021-03-25;Kalimantan Utara;167;Kematian;Kalimantan
2021-03-25;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-25;Sulawesi Tengah;292;Kematian;Sulawesi
2021-03-25;Sulawesi Selatan;909;Kematian;Sulawesi
2021-03-25;Sulawesi Tenggara;204;Kematian;Sulawesi
2021-03-25;Gorontalo;144;Kematian;Sulawesi
2021-03-25;Sulawesi Barat;112;Kematian;Sulawesi
2021-03-25;Maluku;110;Kematian;Maluku
2021-03-25;Maluku Utara;120;Kematian;Maluku
2021-03-25;Papua;200;Kematian;Papua
2021-03-25;Papua Barat;132;Kematian;Papua
2021-03-26;Aceh;394;Kematian;Sumatera
2021-03-26;Sumatera Utara;901;Kematian;Sumatera
2021-03-26;Sumatera Barat;679;Kematian;Sumatera
2021-03-26;Riau;835;Kematian;Sumatera
2021-03-26;Jambi;92;Kematian;Sumatera
2021-03-26;Sumatera Selatan;831;Kematian;Sumatera
2021-03-26;Bengkulu;154;Kematian;Sumatera
2021-03-26;Lampung;740;Kematian;Sumatera
2021-03-26;Bangka Belitung;142;Kematian;Sumatera
2021-03-26;Kepulauan Riau;229;Kematian;Sumatera
2021-03-26;Jakarta;6260;Kematian;Jawa
2021-03-26;Jawa Barat;3026;Kematian;Jawa
2021-03-26;Jawa Tengah;7201;Kematian;Jawa
2021-03-26;Yogyakarta;777;Kematian;Jawa
2021-03-26;Jawa Timur;9791;Kematian;Jawa
2021-03-26;Banten;738;Kematian;Jawa
2021-03-26;Bali;1102;Kematian;Sunda Kecil
2021-03-26;Nusa Tenggara Barat;351;Kematian;Sunda Kecil
2021-03-26;Nusa Tenggara Timur;328;Kematian;Sunda Kecil
2021-03-26;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-26;Kalimantan Tengah;386;Kematian;Kalimantan
2021-03-26;Kalimantan Selatan;814;Kematian;Kalimantan
2021-03-26;Kalimantan Timur;1470;Kematian;Kalimantan
2021-03-26;Kalimantan Utara;168;Kematian;Kalimantan
2021-03-26;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-26;Sulawesi Tengah;294;Kematian;Sulawesi
2021-03-26;Sulawesi Selatan;909;Kematian;Sulawesi
2021-03-26;Sulawesi Tenggara;204;Kematian;Sulawesi
2021-03-26;Gorontalo;144;Kematian;Sulawesi
2021-03-26;Sulawesi Barat;112;Kematian;Sulawesi
2021-03-26;Maluku;110;Kematian;Maluku
2021-03-26;Maluku Utara;120;Kematian;Maluku
2021-03-26;Papua;200;Kematian;Papua
2021-03-26;Papua Barat;132;Kematian;Papua
2021-03-27;Aceh;396;Kematian;Sumatera
2021-03-27;Sumatera Utara;904;Kematian;Sumatera
2021-03-27;Sumatera Barat;682;Kematian;Sumatera
2021-03-27;Riau;838;Kematian;Sumatera
2021-03-27;Jambi;93;Kematian;Sumatera
2021-03-27;Sumatera Selatan;833;Kematian;Sumatera
2021-03-27;Bengkulu;154;Kematian;Sumatera
2021-03-27;Lampung;744;Kematian;Sumatera
2021-03-27;Bangka Belitung;145;Kematian;Sumatera
2021-03-27;Kepulauan Riau;229;Kematian;Sumatera
2021-03-27;Jakarta;6278;Kematian;Jawa
2021-03-27;Jawa Barat;3128;Kematian;Jawa
2021-03-27;Jawa Tengah;7207;Kematian;Jawa
2021-03-27;Yogyakarta;788;Kematian;Jawa
2021-03-27;Jawa Timur;9810;Kematian;Jawa
2021-03-27;Banten;738;Kematian;Jawa
2021-03-27;Bali;1107;Kematian;Sunda Kecil
2021-03-27;Nusa Tenggara Barat;354;Kematian;Sunda Kecil
2021-03-27;Nusa Tenggara Timur;330;Kematian;Sunda Kecil
2021-03-27;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-27;Kalimantan Tengah;386;Kematian;Kalimantan
2021-03-27;Kalimantan Selatan;818;Kematian;Kalimantan
2021-03-27;Kalimantan Timur;1473;Kematian;Kalimantan
2021-03-27;Kalimantan Utara;170;Kematian;Kalimantan
2021-03-27;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-27;Sulawesi Tengah;294;Kematian;Sulawesi
2021-03-27;Sulawesi Selatan;909;Kematian;Sulawesi
2021-03-27;Sulawesi Tenggara;205;Kematian;Sulawesi
2021-03-27;Gorontalo;145;Kematian;Sulawesi
2021-03-27;Sulawesi Barat;112;Kematian;Sulawesi
2021-03-27;Maluku;110;Kematian;Maluku
2021-03-27;Maluku Utara;120;Kematian;Maluku
2021-03-27;Papua;200;Kematian;Papua
2021-03-27;Papua Barat;132;Kematian;Papua
2021-03-28;Aceh;396;Kematian;Sumatera
2021-03-28;Sumatera Utara;906;Kematian;Sumatera
2021-03-28;Sumatera Barat;683;Kematian;Sumatera
2021-03-28;Riau;839;Kematian;Sumatera
2021-03-28;Jambi;93;Kematian;Sumatera
2021-03-28;Sumatera Selatan;837;Kematian;Sumatera
2021-03-28;Bengkulu;154;Kematian;Sumatera
2021-03-28;Lampung;749;Kematian;Sumatera
2021-03-28;Bangka Belitung;147;Kematian;Sumatera
2021-03-28;Kepulauan Riau;229;Kematian;Sumatera
2021-03-28;Jakarta;6301;Kematian;Jawa
2021-03-28;Jawa Barat;3135;Kematian;Jawa
2021-03-28;Jawa Tengah;7207;Kematian;Jawa
2021-03-28;Yogyakarta;794;Kematian;Jawa
2021-03-28;Jawa Timur;9828;Kematian;Jawa
2021-03-28;Banten;738;Kematian;Jawa
2021-03-28;Bali;1112;Kematian;Sunda Kecil
2021-03-28;Nusa Tenggara Barat;354;Kematian;Sunda Kecil
2021-03-28;Nusa Tenggara Timur;332;Kematian;Sunda Kecil
2021-03-28;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-28;Kalimantan Tengah;386;Kematian;Kalimantan
2021-03-28;Kalimantan Selatan;822;Kematian;Kalimantan
2021-03-28;Kalimantan Timur;1477;Kematian;Kalimantan
2021-03-28;Kalimantan Utara;170;Kematian;Kalimantan
2021-03-28;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-28;Sulawesi Tengah;294;Kematian;Sulawesi
2021-03-28;Sulawesi Selatan;910;Kematian;Sulawesi
2021-03-28;Sulawesi Tenggara;205;Kematian;Sulawesi
2021-03-28;Gorontalo;145;Kematian;Sulawesi
2021-03-28;Sulawesi Barat;112;Kematian;Sulawesi
2021-03-28;Maluku;110;Kematian;Maluku
2021-03-28;Maluku Utara;120;Kematian;Maluku
2021-03-28;Papua;200;Kematian;Papua
2021-03-28;Papua Barat;132;Kematian;Papua
2021-03-29;Aceh;397;Kematian;Sumatera
2021-03-29;Sumatera Utara;907;Kematian;Sumatera
2021-03-29;Sumatera Barat;683;Kematian;Sumatera
2021-03-29;Riau;844;Kematian;Sumatera
2021-03-29;Jambi;94;Kematian;Sumatera
2021-03-29;Sumatera Selatan;840;Kematian;Sumatera
2021-03-29;Bengkulu;154;Kematian;Sumatera
2021-03-29;Lampung;750;Kematian;Sumatera
2021-03-29;Bangka Belitung;149;Kematian;Sumatera
2021-03-29;Kepulauan Riau;229;Kematian;Sumatera
2021-03-29;Jakarta;6323;Kematian;Jawa
2021-03-29;Jawa Barat;3141;Kematian;Jawa
2021-03-29;Jawa Tengah;7246;Kematian;Jawa
2021-03-29;Yogyakarta;800;Kematian;Jawa
2021-03-29;Jawa Timur;9854;Kematian;Jawa
2021-03-29;Banten;738;Kematian;Jawa
2021-03-29;Bali;1119;Kematian;Sunda Kecil
2021-03-29;Nusa Tenggara Barat;356;Kematian;Sunda Kecil
2021-03-29;Nusa Tenggara Timur;333;Kematian;Sunda Kecil
2021-03-29;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-29;Kalimantan Tengah;386;Kematian;Kalimantan
2021-03-29;Kalimantan Selatan;826;Kematian;Kalimantan
2021-03-29;Kalimantan Timur;1480;Kematian;Kalimantan
2021-03-29;Kalimantan Utara;171;Kematian;Kalimantan
2021-03-29;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-29;Sulawesi Tengah;294;Kematian;Sulawesi
2021-03-29;Sulawesi Selatan;910;Kematian;Sulawesi
2021-03-29;Sulawesi Tenggara;205;Kematian;Sulawesi
2021-03-29;Gorontalo;145;Kematian;Sulawesi
2021-03-29;Sulawesi Barat;112;Kematian;Sulawesi
2021-03-29;Maluku;110;Kematian;Maluku
2021-03-29;Maluku Utara;120;Kematian;Maluku
2021-03-29;Papua;201;Kematian;Papua
2021-03-29;Papua Barat;132;Kematian;Papua
2021-03-30;Aceh;397;Kematian;Sumatera
2021-03-30;Sumatera Utara;909;Kematian;Sumatera
2021-03-30;Sumatera Barat;684;Kematian;Sumatera
2021-03-30;Riau;846;Kematian;Sumatera
2021-03-30;Jambi;94;Kematian;Sumatera
2021-03-30;Sumatera Selatan;842;Kematian;Sumatera
2021-03-30;Bengkulu;155;Kematian;Sumatera
2021-03-30;Lampung;755;Kematian;Sumatera
2021-03-30;Bangka Belitung;152;Kematian;Sumatera
2021-03-30;Kepulauan Riau;229;Kematian;Sumatera
2021-03-30;Jakarta;6327;Kematian;Jawa
2021-03-30;Jawa Barat;3149;Kematian;Jawa
2021-03-30;Jawa Tengah;7265;Kematian;Jawa
2021-03-30;Yogyakarta;805;Kematian;Jawa
2021-03-30;Jawa Timur;9887;Kematian;Jawa
2021-03-30;Banten;788;Kematian;Jawa
2021-03-30;Bali;1128;Kematian;Sunda Kecil
2021-03-30;Nusa Tenggara Barat;360;Kematian;Sunda Kecil
2021-03-30;Nusa Tenggara Timur;339;Kematian;Sunda Kecil
2021-03-30;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-30;Kalimantan Tengah;390;Kematian;Kalimantan
2021-03-30;Kalimantan Selatan;830;Kematian;Kalimantan
2021-03-30;Kalimantan Timur;1489;Kematian;Kalimantan
2021-03-30;Kalimantan Utara;171;Kematian;Kalimantan
2021-03-30;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-30;Sulawesi Tengah;294;Kematian;Sulawesi
2021-03-30;Sulawesi Selatan;910;Kematian;Sulawesi
2021-03-30;Sulawesi Tenggara;205;Kematian;Sulawesi
2021-03-30;Gorontalo;146;Kematian;Sulawesi
2021-03-30;Sulawesi Barat;112;Kematian;Sulawesi
2021-03-30;Maluku;110;Kematian;Maluku
2021-03-30;Maluku Utara;120;Kematian;Maluku
2021-03-30;Papua;202;Kematian;Papua
2021-03-30;Papua Barat;132;Kematian;Papua
2021-03-31;Aceh;397;Kematian;Sumatera
2021-03-31;Sumatera Utara;912;Kematian;Sumatera
2021-03-31;Sumatera Barat;684;Kematian;Sumatera
2021-03-31;Riau;851;Kematian;Sumatera
2021-03-31;Jambi;94;Kematian;Sumatera
2021-03-31;Sumatera Selatan;843;Kematian;Sumatera
2021-03-31;Bengkulu;155;Kematian;Sumatera
2021-03-31;Lampung;757;Kematian;Sumatera
2021-03-31;Bangka Belitung;155;Kematian;Sumatera
2021-03-31;Kepulauan Riau;229;Kematian;Sumatera
2021-03-31;Jakarta;6340;Kematian;Jawa
2021-03-31;Jawa Barat;3155;Kematian;Jawa
2021-03-31;Jawa Tengah;7276;Kematian;Jawa
2021-03-31;Yogyakarta;809;Kematian;Jawa
2021-03-31;Jawa Timur;9922;Kematian;Jawa
2021-03-31;Banten;788;Kematian;Jawa
2021-03-31;Bali;1134;Kematian;Sunda Kecil
2021-03-31;Nusa Tenggara Barat;360;Kematian;Sunda Kecil
2021-03-31;Nusa Tenggara Timur;344;Kematian;Sunda Kecil
2021-03-31;Kalimantan Barat;33;Kematian;Kalimantan
2021-03-31;Kalimantan Tengah;391;Kematian;Kalimantan
2021-03-31;Kalimantan Selatan;834;Kematian;Kalimantan
2021-03-31;Kalimantan Timur;1491;Kematian;Kalimantan
2021-03-31;Kalimantan Utara;172;Kematian;Kalimantan
2021-03-31;Sulawesi Utara;499;Kematian;Sulawesi
2021-03-31;Sulawesi Tengah;294;Kematian;Sulawesi
2021-03-31;Sulawesi Selatan;910;Kematian;Sulawesi
2021-03-31;Sulawesi Tenggara;205;Kematian;Sulawesi
2021-03-31;Gorontalo;146;Kematian;Sulawesi
2021-03-31;Sulawesi Barat;113;Kematian;Sulawesi
2021-03-31;Maluku;110;Kematian;Maluku
2021-03-31;Maluku Utara;120;Kematian;Maluku
2021-03-31;Papua;202;Kematian;Papua
2021-03-31;Papua Barat;133;Kematian;Papua
2021-03-20;Aceh;3.98234629990763;CFR;Sumatera
2021-03-20;Sumatera Utara;3.37460365393326;CFR;Sumatera
2021-03-20;Sumatera Barat;2.19826743958835;CFR;Sumatera
2021-03-20;Riau;2.43946188340807;CFR;Sumatera
2021-03-20;Jambi;1.51052274270197;CFR;Sumatera
2021-03-20;Sumatera Selatan;4.85954723242859;CFR;Sumatera
2021-03-20;Bengkulu;2.89965661961084;CFR;Sumatera
2021-03-20;Lampung;5.32583770988979;CFR;Sumatera
2021-03-20;Bangka Belitung;1.55902004454343;CFR;Sumatera
2021-03-20;Kepulauan Riau;2.51256281407035;CFR;Sumatera
2021-03-20;Jakarta;1.67613513161889;CFR;Jawa
2021-03-20;Jawa Barat;1.20951911591503;CFR;Jawa
2021-03-20;Jawa Tengah;4.33684338669426;CFR;Jawa
2021-03-20;Yogyakarta;2.40137768281404;CFR;Jawa
2021-03-20;Jawa Timur;7.07053674201046;CFR;Jawa
2021-03-20;Banten;2.07333740440257;CFR;Jawa
2021-03-20;Bali;2.80460378356926;CFR;Sunda Kecil
2021-03-20;Nusa Tenggara Barat;3.79980458147867;CFR;Sunda Kecil
2021-03-20;Nusa Tenggara Timur;2.73383768913342;CFR;Sunda Kecil
2021-03-20;Kalimantan Barat;0.597068934322417;CFR;Kalimantan
2021-03-20;Kalimantan Tengah;2.36921910538287;CFR;Kalimantan
2021-03-20;Kalimantan Selatan;3.13533953048684;CFR;Kalimantan
2021-03-20;Kalimantan Timur;2.33543571440213;CFR;Kalimantan
2021-03-20;Kalimantan Utara;1.53228066897132;CFR;Kalimantan
2021-03-20;Sulawesi Utara;3.26977262302601;CFR;Sulawesi
2021-03-20;Sulawesi Tengah;2.55248312216776;CFR;Sulawesi
2021-03-20;Sulawesi Selatan;1.53290488867787;CFR;Sulawesi
2021-03-20;Sulawesi Tenggara;1.98961089875527;CFR;Sulawesi
2021-03-20;Gorontalo;2.79928528886242;CFR;Sulawesi
2021-03-20;Sulawesi Barat;2.05530642750374;CFR;Sulawesi
2021-03-20;Maluku;1.5218594355285;CFR;Maluku
2021-03-20;Maluku Utara;2.78884462151394;CFR;Maluku
2021-03-20;Papua;1.04551695004752;CFR;Papua
2021-03-20;Papua Barat;1.62571357656987;CFR;Papua
2021-03-21;Aceh;3.98234629990763;CFR;Sumatera
2021-03-21;Sumatera Utara;3.37916745149746;CFR;Sumatera
2021-03-21;Sumatera Barat;2.19855161887442;CFR;Sumatera
2021-03-21;Riau;2.43589360876444;CFR;Sumatera
2021-03-21;Jambi;1.5049036185323;CFR;Sumatera
2021-03-21;Sumatera Selatan;4.84995274102079;CFR;Sumatera
2021-03-21;Bengkulu;2.89248334919125;CFR;Sumatera
2021-03-21;Lampung;5.35464388303749;CFR;Sumatera
2021-03-21;Bangka Belitung;1.57662879666126;CFR;Sumatera
2021-03-21;Kepulauan Riau;2.51116071428571;CFR;Sumatera
2021-03-21;Jakarta;1.67169479359494;CFR;Jawa
2021-03-21;Jawa Barat;1.21566486490992;CFR;Jawa
2021-03-21;Jawa Tengah;4.33658572193294;CFR;Jawa
2021-03-21;Yogyakarta;2.40684217219891;CFR;Jawa
2021-03-21;Jawa Timur;7.07299051130669;CFR;Jawa
2021-03-21;Banten;2.0635838150289;CFR;Jawa
2021-03-21;Bali;2.79876780495511;CFR;Sunda Kecil
2021-03-21;Nusa Tenggara Barat;3.78623972306361;CFR;Sunda Kecil
2021-03-21;Nusa Tenggara Timur;2.73373896649242;CFR;Sunda Kecil
2021-03-21;Kalimantan Barat;0.592885375494071;CFR;Kalimantan
2021-03-21;Kalimantan Tengah;2.33950963877971;CFR;Kalimantan
2021-03-21;Kalimantan Selatan;3.11914428482199;CFR;Kalimantan
2021-03-21;Kalimantan Timur;2.3401594751287;CFR;Kalimantan
2021-03-21;Kalimantan Utara;1.52928011935845;CFR;Kalimantan
2021-03-21;Sulawesi Utara;3.26891582050442;CFR;Sulawesi
2021-03-21;Sulawesi Tengah;2.57522613992985;CFR;Sulawesi
2021-03-21;Sulawesi Selatan;1.53163227271187;CFR;Sulawesi
2021-03-21;Sulawesi Tenggara;1.99608610567515;CFR;Sulawesi
2021-03-21;Gorontalo;2.81801944830323;CFR;Sulawesi
2021-03-21;Sulawesi Barat;2.05415499533147;CFR;Sulawesi
2021-03-21;Maluku;1.52101769911504;CFR;Maluku
2021-03-21;Maluku Utara;2.78884462151394;CFR;Maluku
2021-03-21;Papua;1.05579897587499;CFR;Papua
2021-03-21;Papua Barat;1.61828289067326;CFR;Papua
2021-03-22;Aceh;3.97418826180477;CFR;Sumatera
2021-03-22;Sumatera Utara;3.37589185129553;CFR;Sumatera
2021-03-22;Sumatera Barat;2.19562820263346;CFR;Sumatera
2021-03-22;Riau;2.44243886456379;CFR;Sumatera
2021-03-22;Jambi;1.50134952766532;CFR;Sumatera
2021-03-22;Sumatera Selatan;4.84298591881223;CFR;Sumatera
2021-03-22;Bengkulu;2.89083301635603;CFR;Sumatera
2021-03-22;Lampung;5.38455887754352;CFR;Sumatera
2021-03-22;Bangka Belitung;1.59586681974742;CFR;Sumatera
2021-03-22;Kepulauan Riau;2.5130657177805;CFR;Sumatera
2021-03-22;Jakarta;1.67044745952222;CFR;Jawa
2021-03-22;Jawa Barat;1.22924992952024;CFR;Jawa
2021-03-22;Jawa Tengah;4.32681535489575;CFR;Jawa
2021-03-22;Yogyakarta;2.40860895711347;CFR;Jawa
2021-03-22;Jawa Timur;7.07876079702685;CFR;Jawa
2021-03-22;Banten;2.04623287671233;CFR;Jawa
2021-03-22;Bali;2.7964880094352;CFR;Sunda Kecil
2021-03-22;Nusa Tenggara Barat;3.77094972067039;CFR;Sunda Kecil
2021-03-22;Nusa Tenggara Timur;2.7330779054917;CFR;Sunda Kecil
2021-03-22;Kalimantan Barat;0.592885375494071;CFR;Kalimantan
2021-03-22;Kalimantan Tengah;2.37031521469347;CFR;Kalimantan
2021-03-22;Kalimantan Selatan;3.10575843240522;CFR;Kalimantan
2021-03-22;Kalimantan Timur;2.34719698935894;CFR;Kalimantan
2021-03-22;Kalimantan Utara;1.51431209602955;CFR;Kalimantan
2021-03-22;Sulawesi Utara;3.26549309600157;CFR;Sulawesi
2021-03-22;Sulawesi Tengah;2.573731452647;CFR;Sulawesi
2021-03-22;Sulawesi Selatan;1.53195090986035;CFR;Sulawesi
2021-03-22;Sulawesi Tenggara;1.99608610567515;CFR;Sulawesi
2021-03-22;Gorontalo;2.8169014084507;CFR;Sulawesi
2021-03-22;Sulawesi Barat;2.05338809034908;CFR;Sulawesi
2021-03-22;Maluku;1.52017689331122;CFR;Maluku
2021-03-22;Maluku Utara;2.78427702386523;CFR;Maluku
2021-03-22;Papua;1.0546854400675;CFR;Papua
2021-03-22;Papua Barat;1.61528976572133;CFR;Papua
2021-03-23;Aceh;3.97831867457558;CFR;Sumatera
2021-03-23;Sumatera Utara;3.36363976503162;CFR;Sumatera
2021-03-23;Sumatera Barat;2.19570560082784;CFR;Sumatera
2021-03-23;Riau;2.43924125666864;CFR;Sumatera
2021-03-23;Jambi;1.49655288380696;CFR;Sumatera
2021-03-23;Sumatera Selatan;4.85294117647059;CFR;Sumatera
2021-03-23;Bengkulu;2.87171736255432;CFR;Sumatera
2021-03-23;Lampung;5.38461538461539;CFR;Sumatera
2021-03-23;Bangka Belitung;1.59926890564313;CFR;Sumatera
2021-03-23;Kepulauan Riau;2.5088809946714;CFR;Sumatera
2021-03-23;Jakarta;1.66974637341064;CFR;Jawa
2021-03-23;Jawa Barat;1.23999669994225;CFR;Jawa
2021-03-23;Jawa Tengah;4.31857233292135;CFR;Jawa
2021-03-23;Yogyakarta;2.40251572327044;CFR;Jawa
2021-03-23;Jawa Timur;7.08688965502161;CFR;Jawa
2021-03-23;Banten;2.0601052691154;CFR;Jawa
2021-03-23;Bali;2.81451339437097;CFR;Sunda Kecil
2021-03-23;Nusa Tenggara Barat;3.76488254853588;CFR;Sunda Kecil
2021-03-23;Nusa Tenggara Timur;2.73627664932013;CFR;Sunda Kecil
2021-03-23;Kalimantan Barat;0.588760035682426;CFR;Kalimantan
2021-03-23;Kalimantan Tengah;2.34874569601574;CFR;Kalimantan
2021-03-23;Kalimantan Selatan;3.1005661903478;CFR;Kalimantan
2021-03-23;Kalimantan Timur;2.3415154404279;CFR;Kalimantan
2021-03-23;Kalimantan Utara;1.52699843620642;CFR;Kalimantan
2021-03-23;Sulawesi Utara;3.26549309600157;CFR;Sulawesi
2021-03-23;Sulawesi Tengah;2.5937386239534;CFR;Sulawesi
2021-03-23;Sulawesi Selatan;1.53364896854921;CFR;Sulawesi
2021-03-23;Sulawesi Tenggara;1.9956955585991;CFR;Sulawesi
2021-03-23;Gorontalo;2.79802955665025;CFR;Sulawesi
2021-03-23;Sulawesi Barat;2.05338809034908;CFR;Sulawesi
2021-03-23;Maluku;1.5157778696431;CFR;Maluku
2021-03-23;Maluku Utara;2.7823240589198;CFR;Maluku
2021-03-23;Papua;1.05141415203449;CFR;Papua
2021-03-23;Papua Barat;1.61052372756331;CFR;Papua
2021-03-24;Aceh;3.99346338474109;CFR;Sumatera
2021-03-24;Sumatera Utara;3.35595495562682;CFR;Sumatera
2021-03-24;Sumatera Barat;2.18940444329797;CFR;Sumatera
2021-03-24;Riau;2.44500221467592;CFR;Sumatera
2021-03-24;Jambi;1.49053759839223;CFR;Sumatera
2021-03-24;Sumatera Selatan;4.85602017476981;CFR;Sumatera
2021-03-24;Bengkulu;2.87756253526425;CFR;Sumatera
2021-03-24;Lampung;5.38646814101161;CFR;Sumatera
2021-03-24;Bangka Belitung;1.58694173656767;CFR;Sumatera
2021-03-24;Kepulauan Riau;2.51133974997234;CFR;Sumatera
2021-03-24;Jakarta;1.66871342916998;CFR;Jawa
2021-03-24;Jawa Barat;1.23610763531338;CFR;Jawa
2021-03-24;Jawa Tengah;4.3219380758775;CFR;Jawa
2021-03-24;Yogyakarta;2.39595682286142;CFR;Jawa
